Company name,City / Location,Industry Segment,Website,Revenue Band,DSIR Recognition Evidence,Promoter / Decision-Maker,Growth Signals
Saffron Speciality Papers Limited,"77/5, Village Aamne Near Indian Petrol Pump, Thane, Bhiwandi 421302, Maharashtra We / us / our Unless the context otherwise indicates or implies, refers to our Company. You / your / yours Prospective investors in this Issue.",See DRHP ‘Industry / Business overview’ section.,www.saffronindia.net,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,capex / capital expenditure; ISO certification mentioned
FX Multitech Limited,"WITH WIDE CIRCULATION, AT LEAST TWO WORKING DAYS PRIOR TO THE BID/OFFER OPENING DATE AND SHALL BE MADE AVAILABLE TO SME PLATFORM OF BSE (“BSE SME ”), FOR THE PURPOSE OF UPLOADING ON THEIR RESPECTIVE WEBSITE IN ACCORDANCE WITH THE SEBI ICDR REGULATIONS, AS AMENDED.",See DRHP ‘Industry / Business overview’ section.,https://www.fxmultitech.com; www.in.mpms.mufg.com; www.oneviewadvisors.com,"10,176.86 Lakhs",No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP PDF could not be downloaded.,subsidiary / group structure
AEGEUS TECHNOLOGIES LIMITED,"Central Processing Centre has issued a new certificate of incorporation consequent upon conversion dated August 08, 2024, bearing",See DRHP ‘Industry / Business overview’ section.,https://tcagroup.in; www.aegeustechnologies.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Mr. Suraj Vernekar,capacity expansion; hiring / recruitment; subsidiary / group structure
Wagons Learning Limited,"Office Contact Person Email and Telephone Website Office No -302, Tower 2, Montreal Business Center, Pallod Farms Baner, Pune, Baner Gaon, Pune, Haveli, Maharashtra, India, 411045 N.A. Ms. Neeru Saini, Company Secretary and Compliance Officer Email: compliance@wagonslearning.com Telephone: +91-8149006055",See DRHP ‘Industry / Business overview’ section.,www.cameoindia.com; www.kslindia.in; www.wagonslearning.co; www.wagonslearning.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Neeru Saini; Mr. Uday Shetty Promoter Up; Mr. Raviraj Poojary Promoter Up; Mr. Alok Desai Telephone; Mr. K. Sreepriya Telephone; Mr. Raviraj Poojary; Mr. Uday Shetty,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Kratikal Tech Limited,"Deputy Registrar of Companies/ Registrar of Companies, Central Processing Centre. Our Company ’s Corporate Identity Number consequent to Alteration of Object Clause(s) is U62099UP2013PLC060625. For details of change in registered office of our Company, please refer to chapter titled “History and Corporate Structure” beginning on page no. 201 of the Draft Red Herring Prospectus.",See DRHP ‘Industry / Business overview’ section.,https://kratikal.com; www.beelinemb.com; www.kfintech.com,931.66 lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Anmol Gupta PROMOTERS OF OUR; directors on the boards of our subsidiaries,ISO certification mentioned; digital / hiring channel mention; subsidiary / group structure
Sotefin Bharat Limited,"Kalikapur, Kolkata, West Bengal, India, 700099. Furthermore, unless the context otherwise indicates, all references to the terms, “we”, “us” and “our” are to our Company.",See DRHP ‘Industry / Business overview’ section.,www.sotefinbharat.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Efficient Fire and Security Solutions Limited,Centre. The present,See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.efficientfire.in; www.swastika.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: ANAND BABRUVAN GADEKAR AND AARTI ANAND GADEKAR,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Taldar Hotels and Resorts Limited,"Company, see “History and Certain Corporate Matters” on page 206 of the DP.",See DRHP ‘Industry / Business overview’ section.,https://socradamus.in/; www.bigshareonline.com; www.mumbaihousehotels.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: RATAN TALDAR; SAPNA TALDAR AND DOLLY TALDAR,hiring / recruitment
Silverstorm Parks and Resorts Limited,"India. Furthermore, unless the context otherwise indicates, all references to the terms, “we”, “us” and “our” are to our Company.",See DRHP ‘Industry / Business overview’ section.,https://silverstorm.in/,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Recode Studios Limited,"TELEPHONE WEBSITE R-89, Phase V, Focal Point, Ludhiana, Punjab, India - 141010 Mukta Ahuja Company Secretary and Compliance Officer E-mail: info@recodestudios.com Tel No: 0161- 4752672 Website: www.shop.recodestudios.com",See DRHP ‘Industry / Business overview’ section.,https://serencapital.in/; www.mudrarta.com; www.recodestudios.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned
YAASHVI JEWELLERS LIMITED,"Colony Vaishali Nagar, Jaipur, Rajasthan, India, 302021. “you”, “your” or “yours” Prospective investors in this Issue. “we”, “us” or “our” Unless the context otherwise indicates or implies, refers to our Company.",See DRHP ‘Industry / Business overview’ section.,www.bigshareonline.com; www.shcapl.com; www.yaashvijewellers.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Parth Shah Website; ANKITA AGARWAL AND ANKIT AGGARWAL; held in dematerialized form; Mr. Parth Shah; Mr. Parth Shah E-mail,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Advance Technoforge Limited,and Certain Corporate Matters” on page 150.,See DRHP ‘Industry / Business overview’ section.,www.advancetechforge.com/; www.kfintech.com; www.suncapitalservices.co.in,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Ms. Payal Bansal,capacity expansion
Aureate Tradde Limited,"delayed compliance /lapses may attract certain penalties The Company has generally complied with certain statutory provisions and there are the following discrepancies observed under provisions of Companies Act, 2013.",See DRHP ‘Industry / Business overview’ section.,www.aureatetradde.in; www.corporatemakers.in,"1,000 Lakhs",No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Mother Agri Food Limited,"details of change in name and registered office of our company, please refer to section titled “","the cleaning, grading, processing, sorting and trading of various agricultural commodities, including",https://motheragrifood.com/,6693.51 lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. S. Ramakrishna Iyengar PURVA SHAREGISTRY; Ms. Deepali Dhuri ISSUE PROGRAMME ANCHOR BID,ISO certification mentioned; forward integration
Diksha Polymers Limited,"True Copies of the relevant MCA forms which are not available with the Company and are not reflected in the MCA Master Data, as the filings pertain to a period when electronic filing was not in force.",See DRHP ‘Industry / Business overview’ section.,www.afsl.co.in; www.cameoindia.com; www.dikshagroup.in,"2,299.83 lakhs",No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mrs. Anjana Mandelia. For,capacity expansion; backward integration
Peshwa Wheat Limited,"of filing of the Draft Red Herring Prospectus with BSE SME and inviting the public to provide their comments to the BSE SME Exchange, our Company or the Book Running Lead Manager(s) in respect of the disclosures made in this Draft Red Herring Prospectus.",See DRHP ‘Industry / Business overview’ section.,www.peshwawheat.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,ISO certification mentioned; subsidiary / group structure
NTL India Limited,"DAYS PRIOR TO THE BID/ISSUE OPENING DATE AND SHALL BE MADE AVAILABLE TO SME PLATFORM OF BSE LIMITED FOR THE PURPOSES OF UPLOADING ON THEIR WEBSITES IN ACCORDANCE WITH THE SECURITIES AND EXCHANGE BOARD OF INDIA (ISSUE OF CAPITAL AND DISCLOSURE REQUIREMENTS REGULATIONS, 2018, AS AMENDED (THE “SEBI ICDR REGULATIONS”).",See DRHP ‘Industry / Business overview’ section.,www.cameoindia.com; www.cumulativecapital.group; www.ntlchennai.net,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: D RAMESH AND DAYANITHI,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
RCRS Innovations Limited,"CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE Building No. 13, Office no. 403, 4th Floor, Veer Savarkar Block, Shakarpur East Delhi, India, 110092 C-79 Ground Floor, Sector 63, Noida, Gautam Buddha Nagar, Noida, Uttar Pradesh, India, 201301 Ms. Komal Company Secretary",See DRHP ‘Industry / Business overview’ section.,https://rcrsinnovations.com/,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,Could not download DRHP PDF/ZIP for promoter extraction.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
Vahh Chemicals Limited,"Our Company has delayed in complying with certain statutory provisions under Companies Act 2013. Further, as mentioned in below table there were non-compliances and discrepancies in filing with RoC.",See DRHP ‘Industry / Business overview’ section.,www.kfintech.com; www.vahhchemicals.com,2554.25 Lakhs,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Aayush Hiren Desai; Mrs. Hetal Hirenbhai Desai,subsidiary / group structure; backward integration
Black Opal Consultants Limited,Central Processing Centre. The Corporate Identification Number of our Company is U70109DL2020PLC369011.,See DRHP ‘Industry / Business overview’ section.,www.blackopalgroup.in,2 crores,DSIR Department of Scientific and Industrial Research EBIT EBIT provides information regarding the operational efficie ncy of the business after deducting depreciation and amortization cost.,DRHP: Ms. Anju Company Secretary; Mr. Chandan Mishra Email; Mr. Anuj Rana Email; Mr. Gaurav Bhardwaj. Corporate Identification Number; Ms. Anju. Corporate Office; Mr. Prasoon Chauhan; Mr. Sheikh Arfeen Ahmed; Mr. Prasoon Chauhan. Promoter Group Individuals,capex / capital expenditure; subsidiary / group structure
Udaan Paper Industries Limited,"Pithampur, Madhya Pradesh, India - 454774.",See DRHP ‘Industry / Business overview’ section.,https://serencapital.in/; https://www.udaanindustries.com/; www.bigshareonline.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Babu Rapheal; Mr. Yash Bakliwal; Mr. Sapan Bakliwal; Ms. Shubhangi Jain,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
ENS Enterprises Limited,"May 08, 2025.The CIN of our Company is U74120UP2016PLC075577. For details of incorporation, change of registered office of our Company, please refer to the section title “History and Corporate Structure” on page no. 156 of this Draft Red Herring Prospectus.",See DRHP ‘Industry / Business overview’ section.,www.abhipra.com; www.corporatemakers.in; www.ens.enterprises,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mr. Akhil Jain; Mr. Manish Kumar Srivastava July; Mr. Avinash Kumar Singh July; Mr. Anupam Kumar Srivastava July; Mr. Avinash Kumar Singh; Mr. Manish Kumar Srivastava For; Mr. Anupam Kuma; Mr. Anupam Kumar Srivastava,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.
MTE STRUCTURES LIMITED,Centre. For further details please refer to chapter titled “History and Certain Corporate Matters” beginning on Page No. 145 of the Draft Red Herring Prospectus.,the manufacturing of specialized solar panel mounting structures and provides solar mounting solutions,https://in.mpms.mufg.com/; https://mtegroup.in/; www.gyrcapitaladvisors.com,Extract from restated financials in DRHP (pattern not matched).,No DSIR / R&D recognition wording detected in sampled DRHP pages.,DRHP: Mrs. Jinal Bhavik Shah; Mrs. Jinal Bhavik Shah Company Secretary; Mr. Mohit Baid SEBI Registration Number; Mr. Shanti Gopalkrishnan SEBI Registration Number,ISO certification mentioned
