Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model,Step8_Reject_Tags,Step8_Dedupe_Winner_Company,Step8_Dedupe_Basis
Dudani Retail Limited,and Corporate Structure” beginning on page no 130 of the Draft Prospectus.,unspecified_see_drhp,www.divenaworld.com; www.finshoregroup.com; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mr. Ramgopal Sharma Company Secretary; Mr. Akshay Dudani; Mrs. Charu Dudani DETAILS OF OFFER TO; Mr. Mukul Agarwal Email; Akshay Dudani; Charu Dudani,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Earthstahl & Alloys Limited,Download failed (timeout or HTTP error).,unknown,,unknown,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Earum Pharmaceuticals Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Parsotam Kantilal Purohit; Mr. Bhumishth Narendrabhai Patel; Mrs. Payal Bhumishth Patel THE ISSUE INITIAL; Mrs. Payal Bhumishth Patel. For; Mrs. Payal Bhumishth Patel Issue Rela; Mrs. Payal Bhumishth Patel Issue Related Terms,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Eastern Logica Infoway Ltd,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
EBOR INDUSTRIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Vishal Girishkumar Suthar Company Secretary; Mr. DHRUMIL BIPIN PATEL DETAILS OF OFFER; Mr. S. Ramakrishna Iyengar Telephone; Mr. R.D. Ramasamy; Mr. Vishal Girishkumar Suthar; Mr. Dhrumil Bipin Patel THE ISSUE INITIAL; Mr. Dhrumil Bipin Patel. Promoter Group Includes; Mr. Dhrumil Bipin Patel. CIN Corporate Identification; Mr. Vishal Girishkumar Suthar Registered Office Plot,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Eighty Jewellers Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Nikesh Bardia; Mr. Tilok Chand Bardia; Mr. Nitin Kumar Bardia. DETAILS OF; Mr. Sourabh Garg Email; Mr. Swapnil Kate Email; Mr. Nitin Kumar Bardia. THE ISSUE INITIAL; Mr. Nikesh Bardia. Materiality Policy; Mr. Nitin Bardia; Mr. Nitin Kumar Bardia; Mr. Nikesh Bardia Stakeholders Relationship Committee,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Ekennis Software Service Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Sonali Corporate Identification Number; Ms. Manisha Sharma MOA; Ms. Manisha Sharma Promoter Group Such,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Elfin Agro India Limited,"in name and registered office of our company, please refer to section titled “",unspecified_see_drhp,www.cameoindia.com; www.elfinagroindia.com; www.finshoregroup.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Khushbu Sethi Company Secretary; Mr. Vimal Kumar Daga; Mr. Deepak Pal Daga; Mrs. Seema Daga; Mrs. Neetu Daga; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Ms. Khushbu Sethi; Mr. Ratan Lal Bareth,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Emiac Technologies Limited,please refer to the chapter titled “History and Certain Corporate Matters” beginning on page 162 of the Draft Red Herring Prospectus.,unspecified_see_drhp,https://emiactech.com/; www.bigshareonline.com; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Could not download DRHP PDF/ZIP for promoter extraction.,capacity expansion; ISO certification mentioned; digital / hiring channel mention,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|capacity_expansion|iso_certification_mentioned|digital|hiring_channel_mention,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,0.0,5.0,5.0,55.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Nanta Tech Limited,website_host
Emmforce Autotech Limited,"2. Plot No.3&5 EPIP Phase- I, Jharmajri, Baddi Distt",unspecified_see_drhp,www.beelinemb.com; www.emmforce.com; www.linkintime.co.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Ms. Parul Gupta; Mr. Ashok Mehta Place; Mr. Nikhil Shah SEBI Registration No; Mr. Ashok Mehta; Mrs. Neetu Mehta; Mr. Azeez Mehta. For; Mr. Azeez Mehta. E. PRE-ISSUE SHAREHOLDING OF; Mr. Azeez Mehta; Ms. Navya Mehta; Mr. Narinder Krishan Miglani,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
EP Biocomposites Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
EPW India Ltd,Delhi NCR,Manufacturing / Industrial,epwindia.com,₹30–60 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv,,Specialty Manufacturing (Publishing/Media),no_structured_differentiation_tag|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,1,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only,duplicate_dedupe|basis:website_host,EPW India Ltd,website_host
EPW India Ltd,Delhi NCR,Manufacturing / Industrial,epwindia.com,₹30–60 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv,,Specialty Manufacturing (Publishing/Media),no_structured_differentiation_tag|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,1,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only,duplicate_dedupe|basis:website_host,EPW India Ltd,website_host
EPW India Ltd,Delhi NCR,Manufacturing / Industrial,epwindia.com,₹30–60 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv,,Specialty Manufacturing (Publishing/Media),no_structured_differentiation_tag|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,1,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,5.0,0.0,0.0,5.0,5.0,65.0,0.0,rules_only,duplicate_dedupe|basis:website_host,EPW India Ltd,website_host
Essex Marine Limited,TELEPHONE CORPORATE OFFICE TELEPHONE CONTACT PERSON,unspecified_see_drhp,www.essexmpl.com; www.kslindia.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SJP ULTRASONICS LIMITED,website_host
Euphoria Infotech (India) Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Shamba Bhanja,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
EUREKA CONVEYOR BELTINGS LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Prerna Jain; Mr. Raj Kumar Khubchandani; Mr. Bharat Kumar Khubchandani; Mr. Sumit Khubchandani; Mr. Nitin Khubchandani; Mr. Puneet Khubchandani; Mrs. Bhakti Khubchandani. For; Mr. Govind Ram Mittal. ISSUE RELATED TERMS,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Evans Electric Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Deepak YPatil; Mr. Ivor Anthony Desouza THE ISSUE INITIAL; Mr. Ivor Anthony Desouza. For,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
EverestIMS Technologies Limited,"“U72900KA2017PLC102256”. For details of Incorporation, change of name and registered office of our company, please refer to c hapter titled “",unspecified_see_drhp,https://everestims.com/; www.maashitla.com; www.oneviewadvisors.com,₹25–100 Cr (approx from lakhs),no_structured_differentiation_tag,Mr. Sudhakar Aruchamy,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv,U72900KA2017PLC102256,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,1,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Qualitek Labs Limited,website_host
EverestIMS Technologies Limited,"No.759, Sree Gururaya Mansion, South Wing 8th Main, J.P.Nagar, III Phase, Bangalore, Karnataka, India, 560078 Ms. Vijayalaxmi Sangayya Salimath Company Secretary and Compliance Officer Email: cs@everestims.com Tel No: 080 - 46567100",unspecified_see_drhp,https://everestims.com/,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Mr. Sudhakar Aruchamy,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,3,50,40.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,0.0,40.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Qualitek Labs Limited,website_host
EVOQ REMEDIES LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Bhumishth Narendrabhai Patel Chairman; Mr. Mohit R. Goyal Email; Mr. Swapnil Kate Email; Mr. Tej Bharatkumar Hanj PROMOTERS OF; Mr. Bhumishth Narendrabhai Patel; Mrs. Payal Bhumishth Patel; Mr. Yogesh Rajput. Company Secretary; Mr. Tej Bharatkumar Hanj. Depositories Act; Mr. Bhumishth Patel,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
