MediCore Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Advanced Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Advanced Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestadv.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscandevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Tech Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixtech.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Defence Ltd,Pune,Specialty Manufacturing (Defence Systems),deftrondefence.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioGenix Therapeutics Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),biogenixthera.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemPure Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chempureadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediCore Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Therapeutics Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisthera.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Specialty Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealdevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Global Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestglobal.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Advanced Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscanglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Advanced Ltd,Pune,Specialty Manufacturing (Defence Systems),deftronadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioGenix Global Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),biogenixglobal.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemPure Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chempureglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediCore Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Advanced Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Advanced Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestadv.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscandevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Tech Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixtech.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Defence Ltd,Pune,Specialty Manufacturing (Defence Systems),deftrondefence.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioGenix Therapeutics Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),biogenixthera.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemPure Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chempureglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediCore Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Advanced Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Advanced Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestadv.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscandevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Tech Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixtech.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Defence Ltd,Pune,Specialty Manufacturing (Defence Systems),deftrondefence.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioGenix Therapeutics Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),biogenixthera.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemPure Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chempureadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediCore Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Therapeutics Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisthera.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Specialty Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealdevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Global Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestglobal.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Advanced Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscanglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Advanced Ltd,Pune,Specialty Manufacturing (Defence Systems),deftronadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioGenix Global Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),biogenixglobal.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemPure Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chempureglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediCore Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Advanced Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Advanced Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestadv.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscandevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Tech Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixtech.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Defence Ltd,Pune,Specialty Manufacturing (Defence Systems),deftrondefence.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioGenix Therapeutics Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),biogenixthera.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemPure Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chempureadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediCore Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Therapeutics Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisthera.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Specialty Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealdevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Specialty Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealdevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Global Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestglobal.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Advanced Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscanglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Advanced Ltd,Pune,Specialty Manufacturing (Defence Systems),deftronadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioGenix Global Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),biogenixglobal.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemPure Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chempureglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediCore Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Advanced Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Advanced Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestadv.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscandevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Tech Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixtech.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
NanoSphere Advanced Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Advanced Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestadv.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Global Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscandevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Tech Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixtech.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Defence Ltd,Pune,Specialty Manufacturing (Defence Systems),deftrondefence.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioGenix Therapeutics Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),biogenixthera.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemPure Advanced Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chempureadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediCore Global Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medicoreglobal.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroParts Global Ltd,Bengaluru,Specialty Manufacturing (Aerospace Components),aeropartsglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioAxis Therapeutics Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),bioaxisthera.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Chemline Specialty Ltd,Gujarat,Specialty Manufacturing (Chemicals/Specialty),chemlineadv.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediHeal Devices Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),medihealdevices.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoSphere Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanosphereglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Defendex Global Ltd,Pune,Specialty Manufacturing (Defence Systems),defendexglobal.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
BioQuest Global Ltd,Hyderabad,Specialty Manufacturing (Biotech/Pharma),bioquestglobal.com,₹100–180 Cr,Promoter: DRHP,IPO filed Mar 2026
ChemAxis Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemaxisglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediVision Advanced Ltd,Chennai,Specialty Manufacturing (MedTech/Diagnostics),medivisionadv.com,₹80–150 Cr,Promoter: DRHP,IPO filed Jan 2026
AeroLink Advanced Ltd,Bengaluru,Specialty Manufacturing (Aerospace Systems),aerolinkadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Dec 2025
BioCore Advanced Ltd,Mumbai,Specialty Manufacturing (Biotech/Research),biocoreadv.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
ChemPro Global Ltd,Gujarat,Specialty Manufacturing (Chemicals/Advanced),chemproglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Sep 2025
MediScan Global Ltd,Delhi NCR,Specialty Manufacturing (Medical Equipment),mediscanglobal.com,₹70–120 Cr,Promoter: DRHP,IPO filed Dec 2025
NanoMatrix Global Ltd,Mumbai,Specialty Manufacturing (Nanotechnology),nanomatrixglobal.com,₹90–160 Cr,Promoter: DRHP,IPO filed Nov 2025
Deftron Advanced Ltd,Pune,Specialty Manufacturing (Defence Systems),deftronadv.com,₹120–200 Cr,Promoter: DRHP,IPO filed Feb 2026
