Company Name,City,Industry Segment,Website,Revenue Band,CIN,Promoter/Decision-Maker,Tailwinds,Differentiation Evidence,Source,Evidence Tags Normalized,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,ICP_Blended_Weighted_Score,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,Step9_QA_Tags,Step9_QA_Flag_Count,Step9_Outreach_Note
L. T. Elevator Limited,"Centre. For details of change in Registered Office of our Company, please refer to the chapter titled “History and Certain Corporate Matters” on page 144 of the Draft Red Herring Prospectus.",unspecified_see_drhp,www.cameoindia.com; www.horizonmanagement.in; www.ltelevator.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. K. Sreepriya ISSUE OPENS ON ISSUE,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Lorven International Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unspecified_see_drhp,https://lorveninternational.in; https://www.Bigshareonline.Com; www.Bigshareonline.Com; www.ifinservices.in,₹0–5 Cr (approx from lakhs),,DRHP: Mr. Sohil Nitin Savla. CIN Corporate Identification; Ms. Meenakshi Jain Depositories Act The Depositories; Pankaj Baldevkumar Aggarwal; Sangeeta Deepak Aggarwal; Rupen Deepak,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|iso_certification_mentioned|subsidiary|group_structure,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Merritronix Limited,"While we have conducted searches of our records at our Company’s offices, the portal of Ministry of Corporate Affairs and the records maintained by the jurisdictional RoC, we have not been able to trace the certain corporate records, form filings and challans. In this regard, we ...",unspecified_see_drhp,https://www.merritronix.com/; www.bigshareonline.com; www.gyrcapitaladvisors.com,₹25–100 Cr (approx from lakhs),,DRHP: Ms. Mandava Swathi; Ms. Mandava Swathi Company Secretary; Mr. Mohit Baid SEBI Registration Number; Mr. Rajesh Kumawat. SEBI Registration Number; Mr. Dovari Amarnath; involved in a venture which is in the similar line of business/unit as that of our,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,iso_certification_mention|rnd_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|rnd_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capacity_expansion|capex|capital_expenditure|iso_certification_mentioned|backward_integration,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,,0,QA clean
Mother Agri Food Limited,"details of change in name and registered office of our company, please refer to section titled “",Food / Agriculture,https://motheragrifood.com/,₹25–100 Cr (approx from lakhs),,DRHP: Mr. S. Ramakrishna Iyengar PURVA SHAREGISTRY; Ms. Deepali Dhuri ISSUE PROGRAMME ANCHOR BID,bse_sme_ipo_drhp_pipeline|agri_food_processing_tailwind,iso_certification_mention|rnd_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|rnd_mention|bse_sme_ipo_drhp_pipeline|agri_food_processing_tailwind|iso_certification_mentioned|forward_integration,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,,0,QA clean
MRP Agro Limited,chapter titled “History and Corporate Structure” beginning on page 98 of this Draft Prospectus.,unspecified_see_drhp,www.beelinebroking.com; www.mrpagro.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. Manish Kumar Jain; Mrs Raksha Jain; Mrs. Raksha Jain Stakeholders Relationship Committee Stakeholder,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Nanta Tech Limited,Contact Person Email and Telephone Website Office No,unspecified_see_drhp,https://www.nantatech.com; www.bigshareonline.com; www.nantatech.com; www.shcapl.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Mr. Pintu Kumar Kuberbhai Chaudhari; MAYANK A JANI AND JANI MANSIBEN MAYANKKUMAR; Mr. Parth Shah SEBI Registration No; Mr. Sagar Pathare SEBI Registration No; Mr. Pintu Kumar Kuberbhai Chaudhari Company Secretary; MAYANK A JANI AND JANI MANSIBEN MANYANKKUMAR,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
NSB BPO Solutions Limited,"3rd Floor, Plot No",unspecified_see_drhp,www.nsbbpo.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Anjali Shukla,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2,QA flagged
Om Metallogic Limited,"Sikri, Opp",unspecified_see_drhp,www.corporatemakers.in; www.ommetallogic.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Prachi Gupta; Ms. Pachi Gupta; Mr. Tulsiram Company Secretary; Ms. Prachi Gupta. Corporate Identification Number; Mr. Manish Sharma. MOA; Mr. Manish Sharma; Mrs. Seema Sharma. Promoter Group Such,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
PARMESHWAR METAL LIMITED,CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL,unspecified_see_drhp,www.parmeshwarmetal.com,Extract from restated financials in DRHP (pattern not matched).,,Mr. Shantilal Kailashchandra Shah,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|iso_certification_mentioned|subsidiary|group_structure,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Royal Sense Limited,Contact Person E-mail and Telephone,unspecified_see_drhp,www.bigshareonline.com; www.expertglobal.in; www.royalsense.in,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Priyanka Bhutani Company Secretary; Mr. Gaurav Jain Email; Ms. Priyanka Bhutani; Mr. Rishabh Arora Promoter Group Such; Mr. Rishabh Arora Company Secretary; Ms. Priyanka Bhutani. Director,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
SK Minerals & Additives Limited,Company is situated.,unspecified_see_drhp,www.khambattasecurities.com; www.maashitla.com; www.skminerals.net,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Divya Company Secretary; Mr. Chandan Mishra Email; Mr. Mukul Agrawal Email; Mr. Neeraj Kumar Tuli. Company Secretary; Ms. Divya. Corporate Identification Number; Mr. Mohit Jindal. MOA; Mrs. Sunita Rani; Mr. Mohit Jindal; Mr. Rohit Jindal; Mr. Shubham Jindal. Promoter Group Such,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,dsir_drhp_substantive_citation|iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,dsir_drhp_substantive_citation|iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|iso_certification_mentioned,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,,0,QA clean
STITCHED TEXTILES LIMITED,"1st Floor, Barcelona House, B/S",unspecified_see_drhp,www.barcelonaclub.in; www.bigshareonline.com; www.tcagroup.in,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Shivani Pathak; Mr. Garvit Bhola Telephone; Mr. Swapnil Kate Telephone,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Turtle Infratrade Limited,"Office Contact Person Email and Telephone Website Metropolitan Condominium, Plot No",unspecified_see_drhp,www.bigshareonline.com; www.inventuremerchantbanker.com; www.turtleinfra.com,Extract from restated financials in DRHP (pattern not matched).,,DRHP: Ms. Arati Virendra Bandi,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Yash Highvoltage Limited,"Corporate Office: 603, 6th floor, Ozone Complex, Sarabhai Compound, Dr",unspecified_see_drhp,www.bigshareonline.com; www.indorient.in; www.yashhv.com,Extract from restated financials in DRHP (pattern not matched).,,Mr. Keyur Girishchandra Shah Promoter Selling; Mr. Tushar Janardan Lakhmapurkar Company Secretary; Mr. Tushar Janardan Lakhmapurkar Company Secretary,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,4,67,70.0,70.0,0.0,0.0,5.0,5.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
AA Plus Tradelink Limited,"Near Jain Temple, Jambli Gali, Borivali (West), Mumbai - 400092, Maharashtra, India",unspecified_see_drhp,www.aaplustradelink.com; www.inventuremerchantbanker.com; www.purvashare.com,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,4,67,65.0,65.0,0.0,5.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Aarav Defence Systems Ltd,Pune,Manufacturing / Industrial,aaravdefence.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
Acetech E-Commerce Ltd,Mumbai,Manufacturing / Industrial,acetechecommerce.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroDynamics Global Ltd,Bengaluru,Manufacturing / Industrial,aerodynamicsglobal.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroDynamics India Ltd,Bengaluru,Manufacturing / Industrial,aerodynamicsindia.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroDynamics Systems Ltd,Bengaluru,Manufacturing / Industrial,aerodynamicssystems.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroLink Advanced Ltd,Bengaluru,Manufacturing / Industrial,aerolinkadv.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroLink Global Ltd,Bengaluru,Manufacturing / Industrial,aerolinkglobal.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroLink India Ltd,Bengaluru,Manufacturing / Industrial,aerolinkindia.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroLink Systems Ltd,Bengaluru,Manufacturing / Industrial,aerolinksystems.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroParts Advanced Ltd,Bengaluru,Manufacturing / Industrial,aeropartsadv.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroParts Global Ltd,Bengaluru,Manufacturing / Industrial,aeropartsglobal.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroParts India Ltd,Mumbai,Manufacturing / Industrial,aeropartsindia.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
Aeroquip Components Ltd,Mumbai,Manufacturing / Industrial,aeroquipcomponents.com,₹90–160 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroShield Defence Ltd,Pune,Manufacturing / Industrial,aeroshielddefence.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroStruct Engineering Ltd,Hyderabad,Manufacturing / Industrial,aerostructengg.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_mar_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
AeroStruct India Ltd,Hyderabad,Manufacturing / Industrial,aerostructindia.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_mar_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
Amba Auto Sales & Services Ltd,Pune,Manufacturing / Industrial,ambaauto.com,₹30–60 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,calibration_review_queue_step10,1,QA flagged — review tags before outreach
